country_id,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
TUR,38.658,30.62281,295.18,0.73,0.76,2024-10-09,100,N,VIIRS,n,2.0NRT,284.19,1.75,N
TUR,39.48585,30.03926,299.05,0.64,0.72,2024-10-09,100,N,VIIRS,n,2.0NRT,282.89,1.36,N
TUR,39.86287,26.24636,298.38,0.41,0.61,2024-10-09,100,N,VIIRS,n,2.0NRT,287.12,0.67,N
TUR,39.8642,26.24167,299.03,0.41,0.61,2024-10-09,100,N,VIIRS,n,2.0NRT,287.64,0.67,N
TUR,41.01852,28.55115,296.65,0.49,0.65,2024-10-09,100,N,VIIRS,n,2.0NRT,286.57,1.1,N
TUR,41.17476,32.63312,295.42,0.75,0.77,2024-10-09,100,N,VIIRS,n,2.0NRT,284.68,1.37,N
TUR,41.25723,31.4273,295.28,0.66,0.73,2024-10-09,100,N,VIIRS,n,2.0NRT,284.28,1.06,N
TUR,41.26027,31.42624,297.42,0.66,0.73,2024-10-09,100,N,VIIRS,n,2.0NRT,284.27,2.08,N
TUR,38.73525,26.94477,307.9,0.48,0.64,2024-10-09,102,N,VIIRS,n,2.0NRT,290.93,1.29,N
TUR,38.73815,26.94691,305.99,0.48,0.64,2024-10-09,102,N,VIIRS,n,2.0NRT,291.32,1.76,N
TUR,38.74086,26.94767,300.87,0.48,0.64,2024-10-09,102,N,VIIRS,n,2.0NRT,290.33,1.29,N
TUR,38.74382,26.94958,314.21,0.48,0.64,2024-10-09,102,N,VIIRS,n,2.0NRT,290.25,1.76,N
TUR,38.74649,26.95049,316.08,0.48,0.64,2024-10-09,102,N,VIIRS,n,2.0NRT,289.57,1.29,N
TUR,39.86474,26.24561,312.4,0.41,0.61,2024-10-09,102,N,VIIRS,n,2.0NRT,289.47,1.14,N
