country_id,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
TUR,38.42433,27.21338,300.68,0.43,0.62,2024-10-08,56,N21,VIIRS,n,2.0NRT,289.34,0.76,N
TUR,38.73687,26.94236,305.23,0.41,0.61,2024-10-08,56,N21,VIIRS,n,2.0NRT,290.66,2.12,N
TUR,38.74214,26.94476,299.62,0.41,0.61,2024-10-08,56,N21,VIIRS,n,2.0NRT,289.21,1.27,N
TUR,38.74737,26.94728,301.9,0.41,0.61,2024-10-08,56,N21,VIIRS,n,2.0NRT,289.24,1.27,N
TUR,38.74985,26.93819,306.8,0.41,0.61,2024-10-08,56,N21,VIIRS,n,2.0NRT,288.83,1.43,N
TUR,39.10963,27.59366,301.21,0.43,0.62,2024-10-08,56,N21,VIIRS,n,2.0NRT,288.23,0.78,N
TUR,39.48393,30.03833,299.47,0.56,0.69,2024-10-08,56,N21,VIIRS,n,2.0NRT,282.74,2.62,N
TUR,39.48542,30.03987,302.37,0.56,0.69,2024-10-08,56,N21,VIIRS,n,2.0NRT,283.08,1.87,N
TUR,39.60813,27.87942,298.36,0.43,0.62,2024-10-08,56,N21,VIIRS,n,2.0NRT,286.7,0.61,N
TUR,39.86337,26.2429,318.88,0.35,0.57,2024-10-08,56,N21,VIIRS,n,2.0NRT,290.82,1.93,N
TUR,39.86598,26.24699,302.66,0.35,0.57,2024-10-08,56,N21,VIIRS,n,2.0NRT,287.68,1.26,N
TUR,39.867,26.24306,302.84,0.35,0.57,2024-10-08,56,N21,VIIRS,n,2.0NRT,287.93,1.47,N
TUR,41.01854,28.55681,303.13,0.43,0.62,2024-10-08,56,N21,VIIRS,n,2.0NRT,288.45,1.11,N
TUR,41.2537,31.41209,313.89,0.58,0.7,2024-10-08,56,N21,VIIRS,n,2.0NRT,286.07,2.67,N
TUR,41.26347,31.42525,300.31,0.58,0.7,2024-10-08,56,N21,VIIRS,n,2.0NRT,288.27,2.18,N
TUR,41.79639,26.70056,296.23,0.33,0.55,2024-10-08,56,N21,VIIRS,n,2.0NRT,284.71,0.61,N
